05-Feb-26 14:00:23 - Created loss log file ./logs/loss_log_20260205140023_.npy.npz
05-Feb-26 14:00:33 - Estimated training samples: 26786650
05-Feb-26 14:00:33 - Total training steps per epoch (estimated): 83708
05-Feb-26 14:00:34 - Loading weights from: weights/model_weights20260204165247.pth
05-Feb-26 14:00:34 - Weights loaded successfully. Resuming training.
05-Feb-26 14:00:34 - Running without torch.compile (more stable for training).
05-Feb-26 14:00:34 - Training model...
05-Feb-26 14:00:40 - Features shape: torch.Size([320, 4])
05-Feb-26 14:00:40 - Elevation shape: torch.Size([320, 750])
05-Feb-26 14:00:40 - Targets shape: torch.Size([320])
05-Feb-26 14:00:40 - Mask shape: torch.Size([320, 750])
05-Feb-26 14:00:40 - Preds shape: torch.Size([320])
05-Feb-26 14:00:42 - [Epoch=1 | Step=10/83708 | Samples=3200] loss=4.5720
05-Feb-26 17:01:26 - ---------Epoch 01 | Training samples: 5948800 | Average Loss: 3.4941
05-Feb-26 17:01:29 - [Epoch=1 | Step=18600/83708 | Samples=5952000] loss=4.1789
05-Feb-26 17:01:29 - ---------Epoch 01 | Training samples: 5952000 | Average Loss: 3.4936
05-Feb-26 17:01:31 - [Epoch=1 | Step=18610/83708 | Samples=5955200] loss=2.2351
05-Feb-26 17:01:31 - ---------Epoch 01 | Training samples: 5955200 | Average Loss: 3.4930
05-Feb-26 17:01:33 - [Epoch=1 | Step=18620/83708 | Samples=5958400] loss=3.8215
05-Feb-26 17:01:33 - ---------Epoch 01 | Training samples: 5958400 | Average Loss: 3.4925
05-Feb-26 17:01:35 - [Epoch=1 | Step=18630/83708 | Samples=5961600] loss=2.0564
05-Feb-26 17:01:35 - ---------Epoch 01 | Training samples: 5961600 | Average Loss: 3.4920
05-Feb-26 17:01:37 - [Epoch=1 | Step=18640/83708 | Samples=5964800] loss=3.1092
05-Feb-26 17:01:37 - ---------Epoch 01 | Training samples: 5964800 | Average Loss: 3.4915
05-Feb-26 17:01:39 - [Epoch=1 | Step=18650/83708 | Samples=5968000] loss=2.6859
05-Feb-26 17:01:39 - ---------Epoch 01 | Training samples: 5968000 | Average Loss: 3.4910
05-Feb-26 17:01:43 - [Epoch=1 | Step=18660/83708 | Samples=5971200] loss=4.1862
05-Feb-26 17:01:43 - ---------Epoch 01 | Training samples: 5971200 | Average Loss: 3.4905
05-Feb-26 17:01:45 - [Epoch=1 | Step=18670/83708 | Samples=5974400] loss=2.1644
05-Feb-26 17:01:45 - ---------Epoch 01 | Training samples: 5974400 | Average Loss: 3.4900
05-Feb-26 17:01:47 - [Epoch=1 | Step=18680/83708 | Samples=5977600] loss=3.7724
05-Feb-26 17:01:47 - ---------Epoch 01 | Training samples: 5977600 | Average Loss: 3.4894
05-Feb-26 17:01:49 - [Epoch=1 | Step=18690/83708 | Samples=5980800] loss=1.8481
05-Feb-26 17:01:49 - ---------Epoch 01 | Training samples: 5980800 | Average Loss: 3.4888
05-Feb-26 17:01:51 - [Epoch=1 | Step=18700/83708 | Samples=5984000] loss=3.6471
05-Feb-26 17:01:51 - ---------Epoch 01 | Training samples: 5984000 | Average Loss: 3.4882
05-Feb-26 17:01:55 - [Epoch=1 | Step=18710/83708 | Samples=5987200] loss=1.5979
05-Feb-26 17:01:55 - ---------Epoch 01 | Training samples: 5987200 | Average Loss: 3.4875
05-Feb-26 17:01:57 - [Epoch=1 | Step=18720/83708 | Samples=5990400] loss=4.4774
05-Feb-26 17:01:57 - ---------Epoch 01 | Training samples: 5990400 | Average Loss: 3.4869
05-Feb-26 17:01:59 - [Epoch=1 | Step=18730/83708 | Samples=5993600] loss=1.2587
05-Feb-26 17:01:59 - ---------Epoch 01 | Training samples: 5993600 | Average Loss: 3.4861
05-Feb-26 17:02:01 - [Epoch=1 | Step=18740/83708 | Samples=5996800] loss=3.0568
05-Feb-26 17:02:01 - ---------Epoch 01 | Training samples: 5996800 | Average Loss: 3.4854
05-Feb-26 17:02:05 - [Epoch=1 | Step=18750/83708 | Samples=6000000] loss=1.7943
05-Feb-26 17:02:05 - ---------Epoch 01 | Training samples: 6000000 | Average Loss: 3.4846
05-Feb-26 17:02:07 - [Epoch=1 | Step=18760/83708 | Samples=6003200] loss=2.8591
05-Feb-26 17:02:07 - ---------Epoch 01 | Training samples: 6003200 | Average Loss: 3.4839
05-Feb-26 17:02:09 - [Epoch=1 | Step=18770/83708 | Samples=6006400] loss=1.0865
05-Feb-26 17:02:09 - ---------Epoch 01 | Training samples: 6006400 | Average Loss: 3.4830
05-Feb-26 17:02:11 - [Epoch=1 | Step=18780/83708 | Samples=6009600] loss=3.6019
05-Feb-26 17:02:11 - ---------Epoch 01 | Training samples: 6009600 | Average Loss: 3.4822
05-Feb-26 17:02:14 - [Epoch=1 | Step=18790/83708 | Samples=6012800] loss=1.2244
05-Feb-26 17:02:14 - ---------Epoch 01 | Training samples: 6012800 | Average Loss: 3.4814
05-Feb-26 17:02:16 - [Epoch=1 | Step=18800/83708 | Samples=6016000] loss=3.6123
05-Feb-26 17:02:16 - ---------Epoch 01 | Training samples: 6016000 | Average Loss: 3.4809
05-Feb-26 17:02:18 - [Epoch=1 | Step=18810/83708 | Samples=6019200] loss=1.5199
05-Feb-26 17:02:18 - ---------Epoch 01 | Training samples: 6019200 | Average Loss: 3.4803
05-Feb-26 17:02:20 - [Epoch=1 | Step=18820/83708 | Samples=6022400] loss=4.5799
05-Feb-26 17:02:20 - ---------Epoch 01 | Training samples: 6022400 | Average Loss: 3.4801
05-Feb-26 17:02:23 - [Epoch=1 | Step=18830/83708 | Samples=6025600] loss=1.3190
05-Feb-26 17:02:23 - ---------Epoch 01 | Training samples: 6025600 | Average Loss: 3.4795
05-Feb-26 17:02:25 - [Epoch=1 | Step=18840/83708 | Samples=6028800] loss=4.4748
05-Feb-26 17:02:25 - ---------Epoch 01 | Training samples: 6028800 | Average Loss: 3.4796
05-Feb-26 17:02:27 - [Epoch=1 | Step=18850/83708 | Samples=6032000] loss=1.3200
05-Feb-26 17:02:27 - ---------Epoch 01 | Training samples: 6032000 | Average Loss: 3.4792
05-Feb-26 17:02:29 - [Epoch=1 | Step=18860/83708 | Samples=6035200] loss=3.9635
05-Feb-26 17:02:29 - ---------Epoch 01 | Training samples: 6035200 | Average Loss: 3.4792
05-Feb-26 17:02:32 - [Epoch=1 | Step=18870/83708 | Samples=6038400] loss=1.1910
05-Feb-26 17:02:32 - ---------Epoch 01 | Training samples: 6038400 | Average Loss: 3.4787
05-Feb-26 17:02:34 - [Epoch=1 | Step=18880/83708 | Samples=6041600] loss=4.4774
05-Feb-26 17:02:34 - ---------Epoch 01 | Training samples: 6041600 | Average Loss: 3.4785
05-Feb-26 17:02:36 - [Epoch=1 | Step=18890/83708 | Samples=6044800] loss=2.1642
05-Feb-26 17:02:36 - ---------Epoch 01 | Training samples: 6044800 | Average Loss: 3.4780
05-Feb-26 17:02:38 - [Epoch=1 | Step=18900/83708 | Samples=6048000] loss=4.2259
05-Feb-26 17:02:38 - ---------Epoch 01 | Training samples: 6048000 | Average Loss: 3.4780
05-Feb-26 17:02:40 - [Epoch=1 | Step=18910/83708 | Samples=6051200] loss=1.2196
05-Feb-26 17:02:40 - ---------Epoch 01 | Training samples: 6051200 | Average Loss: 3.4775
05-Feb-26 17:02:42 - [Epoch=1 | Step=18920/83708 | Samples=6054400] loss=3.9746
05-Feb-26 17:02:42 - ---------Epoch 01 | Training samples: 6054400 | Average Loss: 3.4778
05-Feb-26 17:02:46 - [Epoch=1 | Step=18930/83708 | Samples=6057600] loss=1.5160
05-Feb-26 17:02:46 - ---------Epoch 01 | Training samples: 6057600 | Average Loss: 3.4776
05-Feb-26 17:02:48 - [Epoch=1 | Step=18940/83708 | Samples=6060800] loss=3.6143
05-Feb-26 17:02:48 - ---------Epoch 01 | Training samples: 6060800 | Average Loss: 3.4778
05-Feb-26 17:02:50 - [Epoch=1 | Step=18950/83708 | Samples=6064000] loss=1.5565
05-Feb-26 17:02:50 - ---------Epoch 01 | Training samples: 6064000 | Average Loss: 3.4776
05-Feb-26 17:02:53 - [Epoch=1 | Step=18960/83708 | Samples=6067200] loss=3.3029
05-Feb-26 17:02:53 - ---------Epoch 01 | Training samples: 6067200 | Average Loss: 3.4776
05-Feb-26 17:02:55 - [Epoch=1 | Step=18970/83708 | Samples=6070400] loss=1.6655
05-Feb-26 17:02:55 - ---------Epoch 01 | Training samples: 6070400 | Average Loss: 3.4772
05-Feb-26 17:02:57 - [Epoch=1 | Step=18980/83708 | Samples=6073600] loss=3.6465
05-Feb-26 17:02:57 - ---------Epoch 01 | Training samples: 6073600 | Average Loss: 3.4767
05-Feb-26 17:02:59 - [Epoch=1 | Step=18990/83708 | Samples=6076800] loss=1.9512
05-Feb-26 17:02:59 - ---------Epoch 01 | Training samples: 6076800 | Average Loss: 3.4760
05-Feb-26 17:03:03 - [Epoch=1 | Step=19000/83708 | Samples=6080000] loss=3.5062
05-Feb-26 17:03:03 - ---------Epoch 01 | Training samples: 6080000 | Average Loss: 3.4754
05-Feb-26 17:05:56 - ---------Validation | Average Validation: 5.6981
05-Feb-26 17:05:56 - ---------Validation | Overestimation (>3dB): 393
05-Feb-26 17:05:56 - ---------Validation | Underestimation (<-3dB): 408
05-Feb-26 17:05:58 - [Epoch=1 | Step=19010/83708 | Samples=6083200] loss=1.9587
05-Feb-26 17:05:58 - ---------Epoch 01 | Training samples: 6083200 | Average Loss: 3.4748
05-Feb-26 17:06:00 - [Epoch=1 | Step=19020/83708 | Samples=6086400] loss=2.9123
05-Feb-26 17:06:00 - ---------Epoch 01 | Training samples: 6086400 | Average Loss: 3.4742
05-Feb-26 17:06:02 - [Epoch=1 | Step=19030/83708 | Samples=6089600] loss=2.0916
05-Feb-26 17:06:02 - ---------Epoch 01 | Training samples: 6089600 | Average Loss: 3.4736
05-Feb-26 17:06:04 - [Epoch=1 | Step=19040/83708 | Samples=6092800] loss=3.1923
05-Feb-26 17:06:05 - ---------Epoch 01 | Training samples: 6092800 | Average Loss: 3.4730
05-Feb-26 17:06:07 - [Epoch=1 | Step=19050/83708 | Samples=6096000] loss=2.0073
05-Feb-26 17:06:07 - ---------Epoch 01 | Training samples: 6096000 | Average Loss: 3.4723
05-Feb-26 17:06:09 - [Epoch=1 | Step=19060/83708 | Samples=6099200] loss=2.5474
05-Feb-26 17:06:09 - ---------Epoch 01 | Training samples: 6099200 | Average Loss: 3.4717
05-Feb-26 17:06:11 - [Epoch=1 | Step=19070/83708 | Samples=6102400] loss=2.2034
05-Feb-26 17:06:11 - ---------Epoch 01 | Training samples: 6102400 | Average Loss: 3.4710
05-Feb-26 17:06:15 - [Epoch=1 | Step=19080/83708 | Samples=6105600] loss=4.3534
05-Feb-26 17:06:15 - ---------Epoch 01 | Training samples: 6105600 | Average Loss: 3.4704
05-Feb-26 17:06:17 - [Epoch=1 | Step=19090/83708 | Samples=6108800] loss=1.8162
05-Feb-26 17:06:17 - ---------Epoch 01 | Training samples: 6108800 | Average Loss: 3.4698
05-Feb-26 17:06:19 - [Epoch=1 | Step=19100/83708 | Samples=6112000] loss=3.1102
05-Feb-26 17:06:19 - ---------Epoch 01 | Training samples: 6112000 | Average Loss: 3.4691
05-Feb-26 17:06:21 - [Epoch=1 | Step=19110/83708 | Samples=6115200] loss=1.8536
05-Feb-26 17:06:21 - ---------Epoch 01 | Training samples: 6115200 | Average Loss: 3.4684
05-Feb-26 17:06:23 - [Epoch=1 | Step=19120/83708 | Samples=6118400] loss=3.0194
05-Feb-26 17:06:23 - ---------Epoch 01 | Training samples: 6118400 | Average Loss: 3.4677
05-Feb-26 17:06:26 - [Epoch=1 | Step=19130/83708 | Samples=6121600] loss=2.1857
05-Feb-26 17:06:26 - ---------Epoch 01 | Training samples: 6121600 | Average Loss: 3.4671
05-Feb-26 17:06:29 - [Epoch=1 | Step=19140/83708 | Samples=6124800] loss=2.7303
05-Feb-26 17:06:29 - ---------Epoch 01 | Training samples: 6124800 | Average Loss: 3.4666
05-Feb-26 17:06:31 - [Epoch=1 | Step=19150/83708 | Samples=6128000] loss=1.5743
05-Feb-26 17:06:31 - ---------Epoch 01 | Training samples: 6128000 | Average Loss: 3.4662
05-Feb-26 17:06:33 - [Epoch=1 | Step=19160/83708 | Samples=6131200] loss=3.3752
05-Feb-26 17:06:33 - ---------Epoch 01 | Training samples: 6131200 | Average Loss: 3.4658
05-Feb-26 17:06:35 - [Epoch=1 | Step=19170/83708 | Samples=6134400] loss=1.7694
05-Feb-26 17:06:35 - ---------Epoch 01 | Training samples: 6134400 | Average Loss: 3.4652
05-Feb-26 17:06:38 - [Epoch=1 | Step=19180/83708 | Samples=6137600] loss=3.6644
05-Feb-26 17:06:38 - ---------Epoch 01 | Training samples: 6137600 | Average Loss: 3.4648
05-Feb-26 17:06:40 - [Epoch=1 | Step=19190/83708 | Samples=6140800] loss=2.0407
05-Feb-26 17:06:40 - ---------Epoch 01 | Training samples: 6140800 | Average Loss: 3.4642
05-Feb-26 17:06:42 - [Epoch=1 | Step=19200/83708 | Samples=6144000] loss=4.9065
05-Feb-26 17:06:42 - ---------Epoch 01 | Training samples: 6144000 | Average Loss: 3.4638
05-Feb-26 17:06:44 - [Epoch=1 | Step=19210/83708 | Samples=6147200] loss=1.4927
05-Feb-26 17:06:44 - ---------Epoch 01 | Training samples: 6147200 | Average Loss: 3.4631
05-Feb-26 17:06:47 - [Epoch=1 | Step=19220/83708 | Samples=6150400] loss=4.6209
05-Feb-26 17:06:47 - ---------Epoch 01 | Training samples: 6150400 | Average Loss: 3.4626
05-Feb-26 17:06:49 - [Epoch=1 | Step=19230/83708 | Samples=6153600] loss=1.9556
05-Feb-26 17:06:49 - ---------Epoch 01 | Training samples: 6153600 | Average Loss: 3.4621
05-Feb-26 17:06:51 - [Epoch=1 | Step=19240/83708 | Samples=6156800] loss=4.9135
05-Feb-26 17:06:51 - ---------Epoch 01 | Training samples: 6156800 | Average Loss: 3.4616
05-Feb-26 17:06:53 - [Epoch=1 | Step=19250/83708 | Samples=6160000] loss=2.0107
05-Feb-26 17:06:53 - ---------Epoch 01 | Training samples: 6160000 | Average Loss: 3.4609
05-Feb-26 17:06:56 - [Epoch=1 | Step=19260/83708 | Samples=6163200] loss=3.5552
05-Feb-26 17:06:56 - ---------Epoch 01 | Training samples: 6163200 | Average Loss: 3.4603
05-Feb-26 17:06:58 - [Epoch=1 | Step=19270/83708 | Samples=6166400] loss=0.9819
05-Feb-26 17:06:59 - ---------Epoch 01 | Training samples: 6166400 | Average Loss: 3.4594
05-Feb-26 17:07:01 - [Epoch=1 | Step=19280/83708 | Samples=6169600] loss=4.0238
05-Feb-26 17:07:01 - ---------Epoch 01 | Training samples: 6169600 | Average Loss: 3.4588
05-Feb-26 17:07:03 - [Epoch=1 | Step=19290/83708 | Samples=6172800] loss=1.2636
05-Feb-26 17:07:03 - ---------Epoch 01 | Training samples: 6172800 | Average Loss: 3.4581
05-Feb-26 17:07:05 - [Epoch=1 | Step=19300/83708 | Samples=6176000] loss=4.1644
05-Feb-26 17:07:05 - ---------Epoch 01 | Training samples: 6176000 | Average Loss: 3.4575
05-Feb-26 17:07:07 - [Epoch=1 | Step=19310/83708 | Samples=6179200] loss=1.5954
05-Feb-26 17:07:07 - ---------Epoch 01 | Training samples: 6179200 | Average Loss: 3.4570
05-Feb-26 17:07:10 - [Epoch=1 | Step=19320/83708 | Samples=6182400] loss=4.7416
05-Feb-26 17:07:10 - ---------Epoch 01 | Training samples: 6182400 | Average Loss: 3.4566
05-Feb-26 17:07:12 - [Epoch=1 | Step=19330/83708 | Samples=6185600] loss=1.1149
05-Feb-26 17:07:12 - ---------Epoch 01 | Training samples: 6185600 | Average Loss: 3.4560
05-Feb-26 17:07:14 - [Epoch=1 | Step=19340/83708 | Samples=6188800] loss=3.6943
05-Feb-26 17:07:15 - ---------Epoch 01 | Training samples: 6188800 | Average Loss: 3.4556
05-Feb-26 17:07:17 - [Epoch=1 | Step=19350/83708 | Samples=6192000] loss=1.4106
05-Feb-26 17:07:17 - ---------Epoch 01 | Training samples: 6192000 | Average Loss: 3.4551
05-Feb-26 17:07:20 - [Epoch=1 | Step=19360/83708 | Samples=6195200] loss=3.4901
05-Feb-26 17:07:20 - ---------Epoch 01 | Training samples: 6195200 | Average Loss: 3.4547
05-Feb-26 17:07:23 - [Epoch=1 | Step=19370/83708 | Samples=6198400] loss=1.4716
05-Feb-26 17:07:23 - ---------Epoch 01 | Training samples: 6198400 | Average Loss: 3.4541
05-Feb-26 17:07:25 - [Epoch=1 | Step=19380/83708 | Samples=6201600] loss=3.9448
05-Feb-26 17:07:25 - ---------Epoch 01 | Training samples: 6201600 | Average Loss: 3.4535
05-Feb-26 17:07:27 - [Epoch=1 | Step=19390/83708 | Samples=6204800] loss=1.4931
05-Feb-26 17:07:27 - ---------Epoch 01 | Training samples: 6204800 | Average Loss: 3.4529
05-Feb-26 17:07:30 - [Epoch=1 | Step=19400/83708 | Samples=6208000] loss=3.7560
05-Feb-26 17:07:30 - ---------Epoch 01 | Training samples: 6208000 | Average Loss: 3.4525
05-Feb-26 17:07:32 - [Epoch=1 | Step=19410/83708 | Samples=6211200] loss=1.0933
05-Feb-26 17:07:32 - ---------Epoch 01 | Training samples: 6211200 | Average Loss: 3.4519
05-Feb-26 17:07:34 - [Epoch=1 | Step=19420/83708 | Samples=6214400] loss=3.4704
05-Feb-26 17:07:34 - ---------Epoch 01 | Training samples: 6214400 | Average Loss: 3.4515
05-Feb-26 17:07:36 - [Epoch=1 | Step=19430/83708 | Samples=6217600] loss=1.3665
05-Feb-26 17:07:36 - ---------Epoch 01 | Training samples: 6217600 | Average Loss: 3.4510
05-Feb-26 17:07:38 - [Epoch=1 | Step=19440/83708 | Samples=6220800] loss=4.0064
05-Feb-26 17:07:38 - ---------Epoch 01 | Training samples: 6220800 | Average Loss: 3.4506
05-Feb-26 17:07:41 - [Epoch=1 | Step=19450/83708 | Samples=6224000] loss=1.6737
05-Feb-26 17:07:41 - ---------Epoch 01 | Training samples: 6224000 | Average Loss: 3.4500
05-Feb-26 17:07:43 - [Epoch=1 | Step=19460/83708 | Samples=6227200] loss=3.8342
05-Feb-26 17:07:43 - ---------Epoch 01 | Training samples: 6227200 | Average Loss: 3.4497
05-Feb-26 17:07:45 - [Epoch=1 | Step=19470/83708 | Samples=6230400] loss=1.7287
05-Feb-26 17:07:45 - ---------Epoch 01 | Training samples: 6230400 | Average Loss: 3.4492
05-Feb-26 17:07:48 - [Epoch=1 | Step=19480/83708 | Samples=6233600] loss=4.5430
05-Feb-26 17:07:48 - ---------Epoch 01 | Training samples: 6233600 | Average Loss: 3.4488
05-Feb-26 17:07:50 - [Epoch=1 | Step=19490/83708 | Samples=6236800] loss=1.4483
05-Feb-26 17:07:50 - ---------Epoch 01 | Training samples: 6236800 | Average Loss: 3.4483
05-Feb-26 17:07:52 - [Epoch=1 | Step=19500/83708 | Samples=6240000] loss=4.3990
05-Feb-26 17:07:52 - ---------Epoch 01 | Training samples: 6240000 | Average Loss: 3.4480
05-Feb-26 17:10:54 - ---------Validation | Average Validation: 4.7446
05-Feb-26 17:10:54 - ---------Validation | Overestimation (>3dB): 385
05-Feb-26 17:10:54 - ---------Validation | Underestimation (<-3dB): 325
05-Feb-26 17:10:56 - [Epoch=1 | Step=19510/83708 | Samples=6243200] loss=1.8580
05-Feb-26 17:10:56 - ---------Epoch 01 | Training samples: 6243200 | Average Loss: 3.4474
05-Feb-26 17:10:58 - [Epoch=1 | Step=19520/83708 | Samples=6246400] loss=3.4704
05-Feb-26 17:10:58 - ---------Epoch 01 | Training samples: 6246400 | Average Loss: 3.4469
05-Feb-26 17:11:02 - [Epoch=1 | Step=19530/83708 | Samples=6249600] loss=1.2568
05-Feb-26 17:11:02 - ---------Epoch 01 | Training samples: 6249600 | Average Loss: 3.4463
05-Feb-26 17:11:04 - [Epoch=1 | Step=19540/83708 | Samples=6252800] loss=3.6577
05-Feb-26 17:11:04 - ---------Epoch 01 | Training samples: 6252800 | Average Loss: 3.4460
05-Feb-26 17:11:06 - [Epoch=1 | Step=19550/83708 | Samples=6256000] loss=1.8890
05-Feb-26 17:11:06 - ---------Epoch 01 | Training samples: 6256000 | Average Loss: 3.4457
05-Feb-26 17:11:09 - [Epoch=1 | Step=19560/83708 | Samples=6259200] loss=4.9723
05-Feb-26 17:11:09 - ---------Epoch 01 | Training samples: 6259200 | Average Loss: 3.4456
05-Feb-26 17:11:11 - [Epoch=1 | Step=19570/83708 | Samples=6262400] loss=1.9463
05-Feb-26 17:11:11 - ---------Epoch 01 | Training samples: 6262400 | Average Loss: 3.4453
05-Feb-26 17:11:13 - [Epoch=1 | Step=19580/83708 | Samples=6265600] loss=5.8022
05-Feb-26 17:11:13 - ---------Epoch 01 | Training samples: 6265600 | Average Loss: 3.4452
05-Feb-26 17:11:15 - [Epoch=1 | Step=19590/83708 | Samples=6268800] loss=2.0028
05-Feb-26 17:11:15 - ---------Epoch 01 | Training samples: 6268800 | Average Loss: 3.4448
05-Feb-26 17:11:18 - [Epoch=1 | Step=19600/83708 | Samples=6272000] loss=5.3192
05-Feb-26 17:11:18 - ---------Epoch 01 | Training samples: 6272000 | Average Loss: 3.4447
05-Feb-26 17:11:20 - [Epoch=1 | Step=19610/83708 | Samples=6275200] loss=1.3202
05-Feb-26 17:11:20 - ---------Epoch 01 | Training samples: 6275200 | Average Loss: 3.4444
05-Feb-26 17:11:22 - [Epoch=1 | Step=19620/83708 | Samples=6278400] loss=5.5430
05-Feb-26 17:11:22 - ---------Epoch 01 | Training samples: 6278400 | Average Loss: 3.4443
05-Feb-26 17:11:26 - [Epoch=1 | Step=19630/83708 | Samples=6281600] loss=0.7586
05-Feb-26 17:11:26 - ---------Epoch 01 | Training samples: 6281600 | Average Loss: 3.4439
05-Feb-26 17:11:28 - [Epoch=1 | Step=19640/83708 | Samples=6284800] loss=5.8125
05-Feb-26 17:11:28 - ---------Epoch 01 | Training samples: 6284800 | Average Loss: 3.4439
05-Feb-26 17:11:30 - [Epoch=1 | Step=19650/83708 | Samples=6288000] loss=1.0327
05-Feb-26 17:11:30 - ---------Epoch 01 | Training samples: 6288000 | Average Loss: 3.4436
05-Feb-26 17:11:32 - [Epoch=1 | Step=19660/83708 | Samples=6291200] loss=4.5176
05-Feb-26 17:11:32 - ---------Epoch 01 | Training samples: 6291200 | Average Loss: 3.4435
05-Feb-26 17:11:34 - [Epoch=1 | Step=19670/83708 | Samples=6294400] loss=1.1424
05-Feb-26 17:11:34 - ---------Epoch 01 | Training samples: 6294400 | Average Loss: 3.4431
05-Feb-26 17:11:38 - [Epoch=1 | Step=19680/83708 | Samples=6297600] loss=4.5505
05-Feb-26 17:11:38 - ---------Epoch 01 | Training samples: 6297600 | Average Loss: 3.4429
05-Feb-26 17:11:41 - [Epoch=1 | Step=19690/83708 | Samples=6300800] loss=1.4238
05-Feb-26 17:11:41 - ---------Epoch 01 | Training samples: 6300800 | Average Loss: 3.4426
05-Feb-26 17:11:43 - [Epoch=1 | Step=19700/83708 | Samples=6304000] loss=4.2794
05-Feb-26 17:11:43 - ---------Epoch 01 | Training samples: 6304000 | Average Loss: 3.4423
05-Feb-26 17:11:45 - [Epoch=1 | Step=19710/83708 | Samples=6307200] loss=1.5405
05-Feb-26 17:11:45 - ---------Epoch 01 | Training samples: 6307200 | Average Loss: 3.4421
05-Feb-26 17:11:47 - [Epoch=1 | Step=19720/83708 | Samples=6310400] loss=5.3508
05-Feb-26 17:11:48 - ---------Epoch 01 | Training samples: 6310400 | Average Loss: 3.4419
05-Feb-26 17:11:50 - [Epoch=1 | Step=19730/83708 | Samples=6313600] loss=1.6320
05-Feb-26 17:11:50 - ---------Epoch 01 | Training samples: 6313600 | Average Loss: 3.4417
05-Feb-26 17:11:52 - [Epoch=1 | Step=19740/83708 | Samples=6316800] loss=5.4512
05-Feb-26 17:11:52 - ---------Epoch 01 | Training samples: 6316800 | Average Loss: 3.4418
05-Feb-26 17:11:54 - [Epoch=1 | Step=19750/83708 | Samples=6320000] loss=1.8852
05-Feb-26 17:11:54 - ---------Epoch 01 | Training samples: 6320000 | Average Loss: 3.4415
05-Feb-26 17:11:56 - [Epoch=1 | Step=19760/83708 | Samples=6323200] loss=3.9515
05-Feb-26 17:11:56 - ---------Epoch 01 | Training samples: 6323200 | Average Loss: 3.4413
05-Feb-26 17:11:59 - [Epoch=1 | Step=19770/83708 | Samples=6326400] loss=1.2584
05-Feb-26 17:11:59 - ---------Epoch 01 | Training samples: 6326400 | Average Loss: 3.4410
05-Feb-26 17:12:02 - [Epoch=1 | Step=19780/83708 | Samples=6329600] loss=5.3010
05-Feb-26 17:12:02 - ---------Epoch 01 | Training samples: 6329600 | Average Loss: 3.4410
05-Feb-26 17:12:05 - [Epoch=1 | Step=19790/83708 | Samples=6332800] loss=1.3569
05-Feb-26 17:12:05 - ---------Epoch 01 | Training samples: 6332800 | Average Loss: 3.4408
05-Feb-26 17:12:07 - [Epoch=1 | Step=19800/83708 | Samples=6336000] loss=5.0970
05-Feb-26 17:12:08 - ---------Epoch 01 | Training samples: 6336000 | Average Loss: 3.4409
05-Feb-26 17:12:10 - [Epoch=1 | Step=19810/83708 | Samples=6339200] loss=1.1801
05-Feb-26 17:12:10 - ---------Epoch 01 | Training samples: 6339200 | Average Loss: 3.4408
05-Feb-26 17:12:12 - [Epoch=1 | Step=19820/83708 | Samples=6342400] loss=5.4372
05-Feb-26 17:12:12 - ---------Epoch 01 | Training samples: 6342400 | Average Loss: 3.4408
05-Feb-26 17:12:14 - [Epoch=1 | Step=19830/83708 | Samples=6345600] loss=1.5815
05-Feb-26 17:12:14 - ---------Epoch 01 | Training samples: 6345600 | Average Loss: 3.4407
05-Feb-26 17:12:16 - [Epoch=1 | Step=19840/83708 | Samples=6348800] loss=4.6915
05-Feb-26 17:12:16 - ---------Epoch 01 | Training samples: 6348800 | Average Loss: 3.4404
05-Feb-26 17:12:18 - [Epoch=1 | Step=19850/83708 | Samples=6352000] loss=1.0974
05-Feb-26 17:12:18 - ---------Epoch 01 | Training samples: 6352000 | Average Loss: 3.4400
05-Feb-26 17:12:20 - [Epoch=1 | Step=19860/83708 | Samples=6355200] loss=4.2880
05-Feb-26 17:12:20 - ---------Epoch 01 | Training samples: 6355200 | Average Loss: 3.4396
05-Feb-26 17:12:22 - [Epoch=1 | Step=19870/83708 | Samples=6358400] loss=1.4268
05-Feb-26 17:12:22 - ---------Epoch 01 | Training samples: 6358400 | Average Loss: 3.4391
05-Feb-26 17:12:25 - [Epoch=1 | Step=19880/83708 | Samples=6361600] loss=4.9871
05-Feb-26 17:12:25 - ---------Epoch 01 | Training samples: 6361600 | Average Loss: 3.4387
05-Feb-26 17:12:27 - [Epoch=1 | Step=19890/83708 | Samples=6364800] loss=0.9783
05-Feb-26 17:12:27 - ---------Epoch 01 | Training samples: 6364800 | Average Loss: 3.4382
05-Feb-26 17:12:30 - [Epoch=1 | Step=19900/83708 | Samples=6368000] loss=5.9429
05-Feb-26 17:12:30 - ---------Epoch 01 | Training samples: 6368000 | Average Loss: 3.4381
05-Feb-26 17:12:32 - [Epoch=1 | Step=19910/83708 | Samples=6371200] loss=1.4540
05-Feb-26 17:12:32 - ---------Epoch 01 | Training samples: 6371200 | Average Loss: 3.4377
05-Feb-26 17:12:35 - [Epoch=1 | Step=19920/83708 | Samples=6374400] loss=5.7821
05-Feb-26 17:12:35 - ---------Epoch 01 | Training samples: 6374400 | Average Loss: 3.4376
05-Feb-26 17:12:38 - [Epoch=1 | Step=19930/83708 | Samples=6377600] loss=1.2843
05-Feb-26 17:12:38 - ---------Epoch 01 | Training samples: 6377600 | Average Loss: 3.4373
